#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	HUM0038_S10_R1_001d_bacterial_metagenome	HUM0041_S14_R1_001d_bacterial_metagenome	HUM0042_S1_R1_001d_bacterial_metagenome	HUM0148_S21_R1_001d_bacterial_metagenome	HUM0149_S28_R1_001d_bacterial_metagenome	HUM0152_S5_R1_001d_bacterial_metagenome	HUM0233_S187_R1_001d_bacterial_metagenome	HUM0235_S45_R1_001d_bacterial_metagenome	HUM0322_S282_R1_001d_bacterial_metagenome	HUM0324_S20_R1_001d_bacterial_metagenome	HUM0329_S27_R1_001d_bacterial_metagenome	HUM0439_S41_R1_001d_bacterial_metagenome	HUM0442_S283_R1_001d_bacterial_metagenome	HUM0444_S50_R1_001d_bacterial_metagenome	HUM0493_S42_R1_001d_bacterial_metagenome	HUM0495_S7_R1_001d_bacterial_metagenome	HUM0496_S6_R1_001d_bacterial_metagenome	HUM0579_S34_R1_001d_bacterial_metagenome	HUM0582_S39_R1_001d_bacterial_metagenome	HUM0583_S186_R1_001d_bacterial_metagenome	HUM0603_S36_R1_001d_bacterial_metagenome	HUM0604_S51_R1_001d_bacterial_metagenome	HUM0607_S188_R1_001d_bacterial_metagenome	HUM0738_S189_R1_001d_bacterial_metagenome	HUM0739_S190_R1_001d_bacterial_metagenome	HUM0741_S18_R1_001d_bacterial_metagenome	HUM0812_S25_R1_001d_bacterial_metagenome	HUM0816_S37_R1_001d_bacterial_metagenome	HUM0847_S12_R1_001d_bacterial_metagenome	HUM0851_S16_R1_001d_bacterial_metagenome	HUM0853_S48_R1_001d_bacterial_metagenome	HUM0894_S23_R1_001d_bacterial_metagenome	HUM0896_S30_R1_001d_bacterial_metagenome	HUM0898_S38_R1_001d_bacterial_metagenome	HUM0929_S35_R1_001d_bacterial_metagenome	HUM0931_S40_R1_001d_bacterial_metagenome	HUM0932_S19_R1_001d_bacterial_metagenome	HUM0941_S3_R1_001d_bacterial_metagenome	HUM0946_S8_R1_001d_bacterial_metagenome	HUM0991_S11_R1_001d_bacterial_metagenome	HUM0992_S15_R1_001d_bacterial_metagenome	HUM0994_S9_R1_001d_bacterial_metagenome	HUM1014_S22_R1_001d_bacterial_metagenome	HUM1017_S29_R1_001d_bacterial_metagenome	HUM1019_S191_R1_001d_bacterial_metagenome	HUMO546_S16_R1_001d_bacterial_metagenome	HUMO581_S18_R1_001d_bacterial_metagenome	HUMO587_S20_R1_001d_bacterial_metagenome	HUMO609_S56_R1_001d_bacterial_metagenome	HUMO624_S22_R1_001d_bacterial_metagenome	HUMO668_S24_R1_001d_bacterial_metagenome	HUMO678_S60_R1_001d_bacterial_metagenome	HUMO681_S26_R1_001d_bacterial_metagenome	HUMO749_S28_R1_001d_bacterial_metagenome	HUMO752_S30_R1_001d_bacterial_metagenome	HUMO756_S58_R1_001d_bacterial_metagenome	HUMO767_S32_R1_001d_bacterial_metagenome	HUMO775_S34_R1_001d_bacterial_metagenome	HUMO825_S36_R1_001d_bacterial_metagenome	HUMO829_S38_R1_001d_bacterial_metagenome	HUMO830_S62_R1_001d_bacterial_metagenome	HUMO844_S40_R1_001d_bacterial_metagenome	HUMO846_S54_R1_001d_bacterial_metagenome	HUMO848_S42_R1_001d_bacterial_metagenome	HUMO854_S44_R1_001d_bacterial_metagenome	HUMO865_S46_R1_001d_bacterial_metagenome	HUMO887_S48_R1_001d_bacterial_metagenome	HUMO899_S52_R1_001d_bacterial_metagenome	HUMO902_S50_R1_001d_bacterial_metagenome	LMR0004_S4_R1_001d_bacterial_metagenome	LMR0006_S281_R1_001d_bacterial_metagenome	LMR0007_S17_R1_001d_bacterial_metagenome	LMR0008_S47_R1_001d_bacterial_metagenome	LMR0009_S31_R1_001d_bacterial_metagenome	LMR0011_S49_R1_001d_bacterial_metagenome	LMR0012_S52_R1_001d_bacterial_metagenome	LMR0017_S44_R1_001d_bacterial_metagenome	LMR0021_S13_R1_001d_bacterial_metagenome	LMR0022_S46_R1_001d_bacterial_metagenome	LMR0023_S24_R1_001d_bacterial_metagenome	LMR0024_S32_R1_001d_bacterial_metagenome
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB4663|s__GGB4663_SGB6451|t__SGB6451	0.16878	0.0	0.00171	0.0	0.0	0.0	0.0	0.0	0.0	0.05256	0.0	0.0	0.0	0.16654	0.0	0.0	0.0	0.00429	0.0	0.0	0.11592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB13294|s__GGB13294_SGB20534|t__SGB20534	0.16831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58214	0.0	0.0	0.0	0.0	0.0	0.0	2.76768	0.02843	0.0	0.0	0.11794	0.0218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB4456|s__GGB4456_SGB6141|t__SGB6141	0.16762	0.00116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.1019	0.05224	0.0	0.0	0.05475	0.0	0.0	0.00924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.07279	0.0	0.0	0.1779	0.0	0.0	0.0	0.0	0.09183	0.01729	0.04252	0.0	0.0	0.0	0.0	0.01123	0.06035	0.05342	0.01083	0.00508	0.0	0.13868	0.0	0.00678	0.06288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bovis|t__SGB4272	0.1619	0.12125	0.0	0.00188	0.6671	0.0	0.05859	0.01719	0.03472	0.04709	0.0	0.0	0.0	0.18933	0.0	0.0	0.0	0.20058	0.44762	0.00375	0.02754	0.0	0.05804	0.89249	0.0258	0.0	0.0	0.00067	2.98845	0.0	0.0	0.0	0.0	0.0	0.0	0.02099	0.0	0.0	0.00882	0.0	0.0	0.0	0.0	0.0	0.0	6.37924	0.0	0.0	0.20851	0.0	0.0	0.0	0.0	0.0	0.0	0.1892	0.37266	0.28651	1.11878	0.24884	0.0	0.00162	0.03354	0.0	0.09331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07343	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3280|s__GGB3280_SGB4333|t__SGB4333	0.15723	0.15771	0.0	0.0	0.12812	0.0	0.0	0.0609	0.59298	0.0	0.0	0.0	0.0	0.0	0.49602	0.11597	0.0	0.0	0.0	0.0	0.0	0.0	0.00035	0.02266	0.0	0.0	0.0	0.0	0.15219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7125	0.0	0.0	0.0	0.03319	0.0	0.0	0.0	0.0	0.0278	0.0	0.0	0.0	0.0	2.09148	0.27971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB73223|o__OFGB73223|f__FGB73223|g__GGB9249|s__GGB9249_SGB14193|t__SGB14193	0.15116	0.00039	0.05837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02874	0.05719	0.0	0.12103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03998	0.0	0.02057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2930|o__OFGB2930|f__FGB2930|g__GGB9252|s__GGB9252_SGB14196|t__SGB14196	0.14428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783|f__FGB76783|g__GGB80011|s__GGB80011_SGB15267|t__SGB15267	0.13605	0.0	0.0	0.0938	0.0	0.0	0.0	0.0	0.0	0.09266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02958	0.0	0.0	0.23739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20596	0.0	0.0	0.0	0.0	0.03431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4567|s__GGB4567_SGB6308|t__SGB6308	0.13484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01127	0.0	0.0	0.04113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1763|o__OFGB1763|f__FGB1763|g__GGB4536|s__GGB4536_SGB6250|t__SGB6250	0.13007	0.0	0.03524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10312|o__OFGB10312|f__FGB10312|g__GGB4644|s__GGB4644_SGB6430|t__SGB6430	0.12681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB34228|s__GGB34228_SGB53814|t__SGB53814	0.12643	0.0	0.00059	0.0	0.0	0.0	0.0	0.0	0.0	0.00672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03057	0.0	0.0	0.00572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03559	0.0	0.0	0.00078	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB75876|s__GGB75876_SGB103678|t__SGB103678	0.12357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB10314|o__OFGB10314|f__FGB10314|g__GGB4702|s__GGB4702_SGB6509|t__SGB6509	0.12185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB2401|o__OFGB2401|f__FGB2401|g__GGB6586|s__GGB6586_SGB9311|t__SGB9311	0.12056	0.17828	0.37555	0.0	0.0	0.0	0.0	0.0	0.0	0.12241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17398	0.0	0.0	0.0	0.0	0.0	0.0	0.1791	0.0	0.0	0.0	0.0	0.0	0.0	0.52487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB72924|o__OFGB72924|f__FGB72924|g__GGB3612|s__GGB3612_SGB4882|t__SGB4882	0.11948	0.08334	0.01262	0.03225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12127	0.10786	0.0	0.0	0.16736	0.08383	0.0	0.04682	0.0	0.11393	0.17837	0.0	0.0	0.00076	0.0	0.0	0.0	0.00753	0.06525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28289	0.06725	0.0	0.0	0.0	0.0	0.04645	0.20502	0.0	0.0	0.20799	0.0	0.01433	0.00897	0.40028	0.00773	0.06406	0.06023	0.01361	0.0	0.01523	0.00631	0.011	0.04503	0.12417	0.0	0.16008	0.07342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1495|s__GGB1495_SGB2071|t__SGB2071	0.11784	0.07867	0.06636	0.53753	0.69311	0.0	0.29726	0.78927	0.00243	0.23815	0.0	0.0	0.0	0.85086	0.48287	0.1189	0.0	0.44716	0.0614	0.42546	0.0	1.69066	0.17246	0.0	0.00457	0.0	0.0	0.13812	0.35836	0.08069	0.0	0.28604	0.0	0.54021	0.0	0.34495	0.0	0.0	0.0	0.0	0.0	0.0	0.01949	0.0	0.0	0.0	0.2325	0.13821	0.18427	0.0	0.19137	0.28935	2.15649	0.50866	0.0385	0.07924	0.0	0.07589	0.07701	0.0	0.10212	0.23178	0.0	0.01782	0.0	0.0	0.05336	0.38581	0.06993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_SGB6473|t__SGB6473	0.11764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03947	0.0	0.08694	0.1211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119|g__GGB4727|s__GGB4727_SGB6548|t__SGB6548	0.11324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB9078|s__GGB9078_SGB14001|t__SGB14001	0.10698	0.0	0.01595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01055	0.17021	0.35688	0.01102	0.0	0.0	0.0	0.0	0.0	0.0	0.10699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12934	0.0	0.0	0.0	0.19557	0.0098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4558|s__GGB4558_SGB6291|t__SGB6291	0.10684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis|t__SGB9202	0.1027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12073	0.0	0.0	0.15965	0.19322	0.02377	0.0	0.0	0.0	0.0	0.0	0.0	0.06547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01627	0.0	0.0	0.0	0.1023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6565|s__GGB6565_SGB9274|t__SGB9274	0.10249	0.1758	0.24226	0.09224	0.41159	0.0	0.40181	0.6266	0.0	0.00485	0.07704	0.0	0.0	0.0	0.18407	0.14723	0.0	0.03701	0.30014	0.37824	0.01851	0.47316	0.05469	0.08371	0.14005	0.0	0.0	0.00805	0.22122	0.16723	0.0	0.0	0.31044	0.09588	0.0	0.70446	0.0	0.0	0.0	0.0	0.0	0.28308	0.15048	0.0	0.0	0.10369	0.29739	0.02163	0.10295	0.00387	0.09543	0.09369	0.0	0.02359	0.11016	0.08799	0.04143	0.08967	0.11089	0.04604	0.00667	0.08288	0.10041	0.01448	0.0	0.0	0.00411	0.0	0.14436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques|t__SGB4563	0.09679	0.54064	0.54138	0.02296	2.02375	0.0	0.16573	0.21646	0.52699	0.36294	0.71078	0.0	0.0	0.01485	1.00222	0.54209	0.0	0.2688	0.03167	0.4115	0.06788	0.06132	0.29445	0.75581	0.61558	0.0	0.0	0.53899	0.54174	0.80633	0.31759	1.4981	0.21898	1.17243	0.0	0.2029	0.0	0.0	1.88823	0.0	0.0	0.82464	1.17701	0.28553	0.0	0.41759	0.20565	0.28155	0.96248	0.15912	0.24789	0.79474	0.20174	0.36325	0.25402	0.39097	0.41809	0.90937	0.43186	0.24765	1.19068	0.10121	0.98813	1.53566	0.1073	0.25641	0.60063	0.26163	0.65227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04381	0.07923	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9774|s__GGB9774_SGB15394|t__SGB15394	0.09652	0.0	0.03576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02819	0.05989	0.05384	0.02872	0.02222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05924	0.0	0.0	0.01086	0.03769	0.00142	0.0	0.0	0.0	0.00627	0.0	0.0	0.03323	0.03457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__GGB79758|s__GGB79758_SGB14216|t__SGB14216	0.09352	0.0	0.01035	0.0	0.0	0.0	0.0	0.07676	0.0	0.0	0.0	0.0	0.0	0.12721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Dysosmobacter|s__Dysosmobacter_sp_BX15|t__SGB15053	0.08719	0.20184	0.15525	0.03839	0.0	0.0	0.08172	0.10168	0.09362	0.0489	0.00676	0.0	0.0	0.16786	0.00553	0.14832	0.0	0.13309	0.20648	0.13109	0.14798	0.26603	0.07022	0.00334	0.45989	0.0	0.0	0.00531	0.17611	0.14751	0.0	0.05697	0.05438	0.00754	0.0	0.04466	0.0	0.0	0.00688	0.0	0.0	0.06843	0.12447	0.0	0.0	0.11614	0.12316	0.06831	0.00498	0.0	0.02909	0.03176	0.02574	0.67562	0.31589	0.04493	0.07666	0.35456	0.11245	0.0	0.0	0.01461	0.0772	0.00235	0.20587	0.11689	0.04512	0.34527	0.01579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB31460|s__GGB31460_SGB6499|t__SGB6499	0.08553	0.0	0.03652	0.02639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21284	0.01212	0.0	0.0	0.0	0.0	0.0	0.0	0.10052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00976	0.0	0.0	0.0	0.04965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058	0.0	0.09829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
